ITEM_NAME,ITEM_CODE,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,TITLE
NEW HOLLAND DRAGON'S SERIE 4PK,181976,103753,1201713207,NEW HOLLAND DRAGON'S SERIE 4PK,1200234322,FRENCH ONION DIP 3500,1,100,FRENCH ONION DIP 3500,
NEW HOLLAND DRAGON MILK 6PK CN,864102,28461,1202373494,NEW HOLLAND DRAGON MILK 6PK CN,8934902,SINGLE DONUTS(316017),3,100,MD CRISPY CURRY CHICKEN MK,
NEW TRAIL HAZY TWO 4PK CANS,904831,15728,1202508347,NEW TRAIL HAZY TWO 4PK CANS,8933741,BAREFOOT CELL 1.5 LT(182833),9,81.81818182,10 LICENSED PLAYBALLS,
NEW TRAIL HAZY TWO 4PK CANS,904831,32820,1202508347,NEW TRAIL HAZY TWO 4PK CANS,8938783,MIX & MATCH CARRIER(326929),7,63.63636364,TABAT VEGETABLE SOUP,
NEW YORK STYLE PLATTER MED,227358,12295,107279649,NEW YORK STYLE PLATTER MED,8922777,NASOYA TOFU(276363),1,100,ZUM MIST SANDLEWOOD CITRUS,
NEW YORK STYLE PLATTER MED,227358,121803,107279649,NEW YORK STYLE PLATTER MED,349049626,BM OLIVE SLICED RIPE,1,100,BM OLIVE SLICED RIPE,
NEW YORK TIMES DAILY,240962,28461,1200485095,NEW YORK TIMES DAILY,8934902,SINGLE DONUTS(316017),97,78.86178862,MD CRISPY CURRY CHICKEN MK,
NEW YORK TIMES DAILY,240962,12892,1200485095,NEW YORK TIMES DAILY,8926516,CAMPBELLS CONDENSED SOUPS(579),98,79.67479675,ALLE GROUND BEEF 80% LEAN,
NEW YORK TIMES SUNDAY,96149,28461,1200485099,NEW YORK TIMES SUNDAY,8934902,SINGLE DONUTS(316017),189,70.52238806,MD CRISPY CURRY CHICKEN MK,
NEWARK ADVOCATE SUNDAY,30546,15576,8945375,MICHELOB 6 PK NR(322240),8925658,8 PIECE(214334),61,52.5862069,LOREAL KIDS CARN BRY RND SHMPO,
NEWARK ADVOCATE SUNDAY,30546,15728,8945375,MICHELOB 6 PK NR(322240),8933741,BAREFOOT CELL 1.5 LT(182833),57,49.13793103,10 LICENSED PLAYBALLS,
NEWMAN'S OWN CABERNET,32211,1076,1200557045,NEWMAN'S OWN CABERNET,1202439031,ORTEGA REFRIED BEANS FAT FREE,1,100,ORTEGA REFRIED BEANS FAT FREE,
NEWMAN'S OWN CABERNET,32211,106045,1200557045,NEWMAN'S OWN CABERNET,157000774,ONION WHITE 12/2 LB,1,100,ONION WHITE 12/2 LB,
NEWMAN'S OWN CABERNET,32211,103347,1200557045,NEWMAN'S OWN CABERNET,1201727954,FRNCH SPICY BROWN DELI MUSTARD,1,100,FRNCH SPICY BROWN DELI MUSTARD,
NEWPORT MENTHOL GOLD KINGS,39621,12892,8920774,WILD 13/15 EZ PEEL(361165),8926516,CAMPBELLS CONDENSED SOUPS(579),18,90,ALLE GROUND BEEF 80% LEAN,
NEXXUS DRY SH REFRESH MIST,0,0,1201781870,ACCESSORY GIFT ITEMS,995396220,SMOKING CESSATION,2,100,NIC REESE PB HEART 6PACK,
NEXXUS DRY SH REFRESH MIST,0,0,1201781870,ANALGESICS,995396220,MILK FRESH,2,100,NIC REESE PB HEART 6PACK,
NEXXUS DRY SH REFRESH MIST,0,0,1201781870,NEWSPAPERS,273680394,GRAB & GO,2,100,S PACZKI - 6 COUNT,
NEXXUS DRY SH REFRESH MIST,0,0,1201781870,"6""- 10""BLOOMING PLANTS",995396220,ALL LAMB,2,100,NIC REESE PB HEART 6PACK,
NEXXUS DRY SH REFRESH MIST,489120,12340,1201781870,NEXXUS DRY SH REFRESH MIST,8927242,KR SOFT CREAM CHEESE 12 0Z(43314),2,100,TRIDENT ORIGINAL VALU PK,
NEXXUS DRY SH REFRESH MIST,489120,100103,1201781870,NEXXUS DRY SH REFRESH MIST,995396220,NIC REESE PB HEART 6PACK,2,100,NIC REESE PB HEART 6PACK,
NEXXUS DRY SH REFRESH MIST,489120,104364,1201781870,NEXXUS DRY SH REFRESH MIST,273680394,S PACZKI - 6 COUNT,2,100,S PACZKI - 6 COUNT,
NIC REESE PB HEART 6PACK,100103,232694,995396220,NIC REESE PB HEART 6PACK,1201172831,BM WATER .5L 24PK,118,88.72180451,BM WATER .5L 24PK,
NICHOLAS PIGGY BANK,35865,113303,8940920,TC NICOTINE LOZENBM(333892),1200217613,BABY CARROTS 2LB PEELED,2,100,BABY CARROTS 2LB PEELED,
NICHOLAS PIGGY BANK,35865,12332,8940920,TC NICOTINE LOZENBM(333892),8926304,LAMAGNA RICOTTA CHEESE3 24 OZ(239475),2,100,ESSIE BOXER SHORTS,
NICHOLAS PIGGY BANK,35865,123215,8940920,TC NICOTINE LOZENBM(333892),4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,
NIGHTMARE GUNGA-RAO 4PK,914043,12408,1202526576,NIGHTMARE GUNGA-RAO 4PK,8920214,REDDI WIP CREAM 7 OZ.(8426),1,100,SPICE TIME BASIL LEAVES,
NIGHTMARE GUNGA-RAO 4PK,914043,12290,1202526576,NIGHTMARE GUNGA-RAO 4PK,8933817,YELLOWTAIL 1.5 LTR(154381),1,100,ORG ORANGE 4LB,
BONE STRENGTH TAKE CARE 60 T,453096,100103,1201651766,BONE STRENGTH TAKE CARE 60 T,995396220,NIC REESE PB HEART 6PACK,1,100,NIC REESE PB HEART 6PACK,New Chapter Take Care Bone Strength Supplement Slim Tablets
NIOXIN SCLP THRPY CN FN HAIR 4,275240,101726,1201560824,NIOXIN SCLP THRPY CN FN HAIR 4,1201380482,SUSHIC SPICY CRAB ROLL,1,100,SUSHIC SPICY CRAB ROLL,
NIOXIN SCLP THRPY CN FN HAIR 4,275240,103312,1201560824,NIOXIN SCLP THRPY CN FN HAIR 4,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
BONE STRENGTH TAKE CARE 60 T,453096,101587,1201651766,BONE STRENGTH TAKE CARE 60 T,873445435,BEEF RND MD CAB SIRLN TIP RST,1,100,BEEF RND MD CAB SIRLN TIP RST,New Chapter Take Care Bone Strength Supplement Slim Tablets
BONE STRENGTH TAKE CARE 60 T,453096,10884,1201651766,BONE STRENGTH TAKE CARE 60 T,1200450452,BM GORGONZOLA CRUMBLED CHEESE,1,100,BM GORGONZOLA CRUMBLED CHEESE,New Chapter Take Care Bone Strength Supplement Slim Tablets
NIX COMPLETE LICE TREATMNT KIT,59115,113718,1201323731,NIX COMPLETE LICE TREATMNT KIT,664842112,AQUAFINA WATER 24OZ 6PK,1,100,AQUAFINA WATER 24OZ 6PK,
NIX COMPLETE LICE TREATMNT KIT,59115,106900,1201323731,NIX COMPLETE LICE TREATMNT KIT,1201390706,COMSTOCK MORE FRUIT CHERRY PIE,1,100,COMSTOCK MORE FRUIT CHERRY PIE,
NIX COMPLETE LICE TREATMNT KIT,59115,100803,1201323731,NIX COMPLETE LICE TREATMNT KIT,1200656349,LIME 2 LB,1,100,LIME 2 LB,
NIX ULTRA LICE REMOVAL KIT,704234,122970,1202138352,NIX ULTRA LICE REMOVAL KIT,586250162,BM SOUR CREAM,1,100,BM SOUR CREAM,
NIX ULTRA LICE REMOVAL KIT,704234,122090,1202138352,NIX ULTRA LICE REMOVAL KIT,2239290,BM CIDER VINEGAR,1,100,BM CIDER VINEGAR,
NEW HOLLAND DRAGON'S MILK 4PK,44855,15728,1201031214,NEW HOLLAND DRAGON'S MILK 4PK,8933741,BAREFOOT CELL 1.5 LT(182833),7,50,10 LICENSED PLAYBALLS,New Holland Brewing Co Dragons Milk Bourbon BarrelAged Stout
NM CALM & RELAX CAPSULE,907977,106584,1202516569,NM CALM & RELAX CAPSULE,1200002007,CARROT PREMIUM PETITES,1,100,CARROT PREMIUM PETITES,
NM CALM & RELAX CAPSULE,907977,123215,1202516569,NM CALM & RELAX CAPSULE,4828000,KR PHILA CRM CHS BRICK,1,100,KR PHILA CRM CHS BRICK,
NM CALM & RELAX CAPSULE,907977,114775,1202516569,NM CALM & RELAX CAPSULE,492939713,BEEF LN T-BONE STEAK,1,100,BEEF LN T-BONE STEAK,
NM CALM & RELAX CAPSULE,907977,12313,1202516569,NM CALM & RELAX CAPSULE,8925298,OM REG LUNCHABLES(9985),1,100,SNYDERS YORK PEPPERMINT PRETZE,
NEW HOLLAND DRAGON'S MILK 4PK,44855,15576,1201031214,NEW HOLLAND DRAGON'S MILK 4PK,8925658,8 PIECE(214334),7,50,LOREAL KIDS CARN BRY RND SHMPO,New Holland Brewing Co Dragons Milk Bourbon BarrelAged Stout
BM CHSECKE 4 SLICE SAMPLER,852884,232694,1202350302,BM CHSECKE 4 SLICE SAMPLER,1201172831,BM WATER .5L 24PK,113,73.85620915,BM WATER .5L 24PK,"New York Style, Strawberry Swirl, Triple Chocolate & Caramel Swirl Slices Cheesecake Sampler, New York Style, Strawberry Swirl, Triple Chocolate & Car"
NIOXIN CLEANSER FINE HAIR 4 SH,45504,12408,1201560823,NIOXIN CLEANSER FINE HAIR 4 SH,8920214,REDDI WIP CREAM 7 OZ.(8426),3,100,SPICE TIME BASIL LEAVES,Nioxin System 4 Cleanser Shampoo
NISSIN STIR FRY GARLIC CHKN,938548,232694,1202559132,NISSIN STIR FRY GARLIC CHKN,1201172831,BM WATER .5L 24PK,108,84.375,BM WATER .5L 24PK,Nissin Cup Noodles Hot Garlic Chicken Flavor Stir Fry Style Asian Noodles in Sauce  2.93 Oz
NISSIN STIR FRY GARLIC CHKN,938548,232694,1202559132,NISSIN STIR FRY GARLIC CHKN,1201172831,BM WATER .5L 24PK,108,84.375,BM WATER .5L 24PK,Nissin Cup Noodles Stir Fry Hot Garlic Chicken Flavor Asian Noodles
NM KIDS FIRST GUMMY,907726,350793,1202516574,NM KIDS FIRST GUMMY,114000525,BROCCOLI,4,100,BROCCOLI,
NIZORAL A-D SHAMPOO 7OZ,910671,23940,1202518015,NIZORAL A-D SHAMPOO 7OZ,8933475,CHEETOS 9-10 OZ(220838),8,80,REVITALIFT DP WRNKL EYE W/BNS,Nizoral AntiDandruff Shampoo
NOBILO SAUVIGNON BLANC,2410,15728,1200009148,NOBILO SAUVIGNON BLANC,8933741,BAREFOOT CELL 1.5 LT(182833),17,51.51515152,10 LICENSED PLAYBALLS,Nobilo Sauvignon Blanc White Wine
NOBILO SAUVIGNON BLANC,2410,26110,1200009148,NOBILO SAUVIGNON BLANC,8934841,WHITE CLAW 6PK(301601),16,48.48484848,SCHWEPPES 1LT TONIC UNSWTNED,Nobilo Sauvignon Blanc White Wine
NOBLE VINES 242 SAUV BLANC,199676,12386,1201221156,NOBLE VINES 242 SAUV BLANC,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),4,100,"FW 19"" CAGE W/ZOMBIE FIGURE",Noble Vines 242 Monterey California Sauvignon Blanc White Wine
NN DHA,0,0,1200716967,BOOKS/MAGAZINES/STATIONARY,1201359644,SPORTS,1,100,NB HAIR SKIN NAILS GMMIES 80CT,
NOBLE VINES 337 CABERNET SAUV,76179,15728,1200223326,NOBLE VINES 337 CABERNET SAUV,8933741,BAREFOOT CELL 1.5 LT(182833),8,61.53846154,10 LICENSED PLAYBALLS,Noble Vines 337 Lodi California Cabernet Sauvignon Red Wine
NOBLE VINES 337 CABERNET SAUV,76179,15576,1200223326,NOBLE VINES 337 CABERNET SAUV,8925658,8 PIECE(214334),7,53.84615385,LOREAL KIDS CARN BRY RND SHMPO,Noble Vines 337 Lodi California Cabernet Sauvignon Red Wine
NOBLE VINES 446 CHARDONNAY,31122,15576,1201045265,NOBLE VINES 446 CHARDONNAY,8925658,8 PIECE(214334),7,50,LOREAL KIDS CARN BRY RND SHMPO,Noble Vines 446 Monterey California Chardonnay White Wine
NOBLE VINES 446 CHARDONNAY,31122,14693,1201045265,NOBLE VINES 446 CHARDONNAY,8935531,SAMUEL ADAMS BEER(10062),6,42.85714286,MUG MAY THE SUN,Noble Vines 446 Monterey California Chardonnay White Wine
NORDIC ALGAE OMEGA,915537,12386,1202527409,NORDIC ALGAE OMEGA,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),2,100,"FW 19"" CAGE W/ZOMBIE FIGURE",Nordic Naturals Algae Omega Soft Gels 715mg
NORDIC ALGAE OMEGA,915537,12408,1202527409,NORDIC ALGAE OMEGA,8920214,REDDI WIP CREAM 7 OZ.(8426),2,100,SPICE TIME BASIL LEAVES,Nordic Naturals Algae Omega Soft Gels 715mg
NN OMEGA GUMMIES,0,0,1200936958,ANALGESICS,995396220,FRESH BREAD & CAKE,1,100,NIC REESE PB HEART 6PACK,
NN OMEGA GUMMIES,0,0,1200936958,"6""- 10""BLOOMING PLANTS",995396220,LIQUOR - RUMS,1,100,NIC REESE PB HEART 6PACK,
NORDIC ALGAE OMEGA,915537,11669,1202527409,NORDIC ALGAE OMEGA,56008000,FRNCH YELLOW SQZ MUSTARD,2,100,FRNCH YELLOW SQZ MUSTARD,Nordic Naturals Algae Omega Soft Gels 715mg
NN ULTIMATE OMEGA,341725,12704,1200716830,NN ULTIMATE OMEGA,8935890,LETTUCE: ESCAROLE(14341),2,100,PENANG CURRY CHIX & BASM RICE,Nordic Naturals Complete Omega Lemon Flavored Soft Gels
NN ULTIMATE OMEGA,341725,12331,1200716830,NN ULTIMATE OMEGA,8927778,LAMAGNA RICOTTA CHEESE(6633),2,100,KIWI COLOR SHINE NEUTRAL,Nordic Naturals Complete Omega Lemon Flavored Soft Gels
NN DHA,465073,100651,1200716967,NN DHA,1201359644,NB HAIR SKIN NAILS GMMIES 80CT,1,100,NB HAIR SKIN NAILS GMMIES 80CT,Nordic Naturals DHA Softgels
NN DHA,465073,10480,1200716967,NN DHA,1200799543,7Z TATES WALNUT CHOC CHIP 12,1,100,7Z TATES WALNUT CHOC CHIP 12,Nordic Naturals DHA Softgels
NN DHA,465073,107319,1200716967,NN DHA,1201063070,STAUFFER'S ANIMAL CRACKER-BAG,1,100,STAUFFER'S ANIMAL CRACKER-BAG,Nordic Naturals DHA Softgels
NN DHA,465073,106045,1200716967,NN DHA,157000774,ONION WHITE 12/2 LB,1,100,ONION WHITE 12/2 LB,Nordic Naturals DHA Softgels
NO STITCH,0,0,1202488078,EYE & EAR CARE,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
NO STITCH,0,0,1202488078,BAKEWARE-A,1200656349,ALL FMLY 48-64 OZ MAINSTREAM,1,100,LIME 2 LB,
NO STITCH,886369,100803,1202488078,NO STITCH,1200656349,LIME 2 LB,1,100,LIME 2 LB,
NO STITCH,886369,10207,1202488078,NO STITCH,1202438308,BRAIDED STRUDEL MIXED BERY 4CT,1,100,BRAIDED STRUDEL MIXED BERY 4CT,
NO STITCH,886369,114775,1202488078,NO STITCH,492939713,BEEF LN T-BONE STEAK,1,100,BEEF LN T-BONE STEAK,
NN OMEGA 3,83471,12414,1200716829,NN OMEGA 3,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),4,100,MARLEY GREEN TEA WITH HONEY,Nordic Naturals Omega3 Fish Oil Lemon
NN OMEGA 3,83471,12414,1200716829,NN OMEGA 3,8924751,LAND O LAKES 1/2 & 1/2 32 OZ.(14729),4,100,MARLEY GREEN TEA WITH HONEY,Nordic Naturals Omega-3 Softgels  Lemon  690 Mg  Fish Oil  120 Ct
NN OMEGA GUMMIES,431576,115046,1200936958,NN OMEGA GUMMIES,597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,Nordic Naturals Tangerine Nordic Omega3 Gummies
NN OMEGA GUMMIES,431576,100103,1200936958,NN OMEGA GUMMIES,995396220,NIC REESE PB HEART 6PACK,1,100,NIC REESE PB HEART 6PACK,Nordic Naturals Tangerine Nordic Omega3 Gummies
NORDIC ULTIMATE OMEGA 120 CT,454810,123215,1200716831,NORDIC ULTIMATE OMEGA 120 CT,4828000,KR PHILA CRM CHS BRICK,5,100,KR PHILA CRM CHS BRICK,Nordic Naturals Ultimate Omega Soft Gels 1280 mg
NORDIC NAT ULT OMEGA D3 120CT,236039,373392,1201352405,NORDIC NAT ULT OMEGA D3 120CT,1200217615,CARROT BABY PEELED 1 LB,2,100,CARROT BABY PEELED 1 LB,Nordic Naturals Ultimate OmegaD3 1280 mg  1000 IU D3 Lemon Softgels
NORDIC NAT ULT OMEGA D3 120CT,236039,106961,1201352405,NORDIC NAT ULT OMEGA D3 120CT,1201730528,SONICARE ESS+ELEC TOOTHBRUSH,1,50,SONICARE ESS+ELEC TOOTHBRUSH,Nordic Naturals Ultimate OmegaD3 1280 mg  1000 IU D3 Lemon Softgels
NOBLE VINES 667 PINOT NOIR,7521,15728,1201045267,NOBLE VINES 667 PINOT NOIR,8933741,BAREFOOT CELL 1.5 LT(182833),6,54.54545455,10 LICENSED PLAYBALLS,
NOBLE VINES 667 PINOT NOIR,7521,17451,1201045267,NOBLE VINES 667 PINOT NOIR,8931948,OREO-NABISCO(219706),6,54.54545455,SATAY SPECIAL,
NON GOV ZERO COPAY*,372602,205532,1201170980,NON GOV ZERO COPAY*,1201279527,STATE FUNDED RX COPAY-FP ELIG*,205,68.10631229,STATE FUNDED RX COPAY-FP ELIG*,
NON GOV ZERO COPAY*,372602,258832,1201170980,NON GOV ZERO COPAY*,1200000124,ST FUND ZERO COPAY,204,67.77408638,ST FUND ZERO COPAY,
NON GOV ZERO COPAY*,372602,388439,1201170980,NON GOV ZERO COPAY*,1200000164,NON STATE FUND RX,210,69.76744186,NON STATE FUND RX,
NON GOV ZERO COPAY*,372602,434178,1201170980,NON GOV ZERO COPAY*,1200000122,NON ST ZERO COPAY (.01),203,67.44186047,NON ST ZERO COPAY (.01),
NON GOV ZERO COPAY* - INDY,453293,125616,1201171587,NON GOV ZERO COPAY* - INDY,1200000024,ST FUND COPAY REFUND (.01),95,78.51239669,ST FUND COPAY REFUND (.01),
NON GOV ZERO COPAY* - INDY,453293,175652,1201171587,NON GOV ZERO COPAY* - INDY,1200000022,NON ST COPAY REFUND (.01),98,80.99173554,NON ST COPAY REFUND (.01),
NON GOV ZERO COPAY* - INDY,453293,413266,1201171587,NON GOV ZERO COPAY* - INDY,1200000210,NON STATE FUND RX,98,80.99173554,NON STATE FUND RX,
NON GOV ZERO COPAY* - INDY,453293,260345,1201171587,NON GOV ZERO COPAY* - INDY,1200000231,ST FUND ZERO COPAY,95,78.51239669,ST FUND ZERO COPAY,
NON GOV. FUND RX* - INDY,74193,209595,1201171575,NON GOV. FUND RX* - INDY,1201279528,STATE FUNDED RX COPAY-FP ELIG*,244,52.81385281,STATE FUNDED RX COPAY-FP ELIG*,
NON GOV. FUND RX* - INDY,74193,125616,1201171575,NON GOV. FUND RX* - INDY,1200000024,ST FUND COPAY REFUND (.01),241,52.16450216,ST FUND COPAY REFUND (.01),
NON GOV. FUND RX* - INDY,74193,260345,1201171575,NON GOV. FUND RX* - INDY,1200000231,ST FUND ZERO COPAY,240,51.94805195,ST FUND ZERO COPAY,
NON GOV. FUND RX* - INDY,74193,413266,1201171575,NON GOV. FUND RX* - INDY,1200000210,NON STATE FUND RX,255,55.19480519,NON STATE FUND RX,
NON GOVT FUND RX*,454951,388439,1201170969,NON GOVT FUND RX*,1200000164,NON STATE FUND RX,453,34.03456048,NON STATE FUND RX,
NON ST ZERO COPAY,291931,175652,1200000225,NON ST ZERO COPAY,1200000022,NON ST COPAY REFUND (.01),382,36.52007648,NON ST COPAY REFUND (.01),
NON ST ZERO COPAY,291931,413266,1200000225,NON ST ZERO COPAY,1200000210,NON STATE FUND RX,371,35.46845124,NON STATE FUND RX,
NON TAXABLE O.T.C.,309388,413266,1200000188,NON TAXABLE O.T.C.,1200000210,NON STATE FUND RX,73,80.21978022,NON STATE FUND RX,
NON TAXABLE O.T.C.,309388,125616,1200000188,NON TAXABLE O.T.C.,1200000024,ST FUND COPAY REFUND (.01),70,76.92307692,ST FUND COPAY REFUND (.01),
NON TAXABLE O.T.C.,309388,209595,1200000188,NON TAXABLE O.T.C.,1201279528,STATE FUNDED RX COPAY-FP ELIG*,71,78.02197802,STATE FUNDED RX COPAY-FP ELIG*,
NON TAXABLE O.T.C.,309388,260345,1200000188,NON TAXABLE O.T.C.,1200000231,ST FUND ZERO COPAY,70,76.92307692,ST FUND ZERO COPAY,
NN ULTIMATE OMEGA D3,328269,115891,1200716837,NN ULTIMATE OMEGA D3,1200016759,KERRY GOLD IRISH BUTTER,2,100,KERRY GOLD IRISH BUTTER,Nordic Naturals Ultimate OmegaD3 Lemon Soft Gels
NOW EO BERGAMOT OIL,859502,119147,1202363703,NOW EO BERGAMOT OIL,1200978410,SIMPLY ORGANIC BASIL,1,100,SIMPLY ORGANIC BASIL,NOW Essential Oils Bergamot
NOW EO CHEER UP BUTTERCUP,859524,115046,1202363757,NOW EO CHEER UP BUTTERCUP,597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,NOW Essential Oils Cheer Up Buttercup
NOW EO CHEER UP BUTTERCUP,859524,100803,1202363757,NOW EO CHEER UP BUTTERCUP,1200656349,LIME 2 LB,2,100,LIME 2 LB,NOW Essential Oils Cheer Up Buttercup
NORDIC DHA EXTRA 100 STRAWBRY,44565,12730,1201337419,NORDIC DHA EXTRA 100 STRAWBRY,8920104,BM TOMATOES 28-29 OZ(245556),3,100,GRAPE BLACK,
NORDIC DHA EXTRA 100 STRAWBRY,44565,12749,1201337419,NORDIC DHA EXTRA 100 STRAWBRY,8928682,BELGIOIOSO PARM(213189),3,100,MNTN OCEAN SKN TRIP SOAP,
NOW EO CLEAR THE AIR OIL,859525,103089,1202363758,NOW EO CLEAR THE AIR OIL,267146739,F.EXPRESS: HEARTS OF ROMAINE,2,100,F.EXPRESS: HEARTS OF ROMAINE,NOW Essential Oils Clear the Air
NOW EO CLEAR THE AIR OIL,859525,12367,1202363758,NOW EO CLEAR THE AIR OIL,8934067,PILLSBURY GRANDS BISCUITS(2091),2,100,BOTANIC CHOICE VITAMIN E 400,NOW Essential Oils Clear the Air
NORDIC NATS ULT OMEGA 2X MINI,776869,115046,1202221363,NORDIC NATS ULT OMEGA 2X MINI,597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,
NORDIC NATS ULT OMEGA 2X MINI,776869,112490,1202221363,NORDIC NATS ULT OMEGA 2X MINI,1200066169,BEEF LN CAB FILET MIGNON TIPS,1,100,BEEF LN CAB FILET MIGNON TIPS,
NORDIC NATS ULT OMEGA 2X MINI,776869,107319,1202221363,NORDIC NATS ULT OMEGA 2X MINI,1201063070,STAUFFER'S ANIMAL CRACKER-BAG,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NOW EO LAVENDER OIL,859579,123215,1202363683,NOW EO LAVENDER OIL,4828000,KR PHILA CRM CHS BRICK,3,100,KR PHILA CRM CHS BRICK,NOW Essential Oils Lavender
NORDIC ULTIMATE OMEGA 2X,0,0,1202527408,SUPPLIES,303830462,DIGITAL VIDEO DISK,2,100,ALESSI SUN-DRIED TOMATOES,
NORDIC ULTIMATE OMEGA 2X,0,0,1202527408,SUPPLIES,303830462,PLAYBALLS,2,100,ALESSI SUN-DRIED TOMATOES,
NORDIC ULTIMATE OMEGA 2X,915604,107939,1202527408,NORDIC ULTIMATE OMEGA 2X,303830462,ALESSI SUN-DRIED TOMATOES,2,100,ALESSI SUN-DRIED TOMATOES,
NORDIC ULTIMATE OMEGA 2X,915604,12313,1202527408,NORDIC ULTIMATE OMEGA 2X,8925298,OM REG LUNCHABLES(9985),2,100,SNYDERS YORK PEPPERMINT PRETZE,
NOW EO MENTAL FOCUS OIL,859534,123215,1202363761,NOW EO MENTAL FOCUS OIL,4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,NOW Essential Oils Mental Focus
NOW EO LOVEABLE ROMANCE,859535,118609,1202363762,NOW EO LOVEABLE ROMANCE,1200167890,LA BANDERITA BURR GRANDE I0 IN,1,100,LA BANDERITA BURR GRANDE I0 IN,NOW Essential Oils Naturally Loveable
NOW EO LOVEABLE ROMANCE,859535,103089,1202363762,NOW EO LOVEABLE ROMANCE,267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,NOW Essential Oils Naturally Loveable
NOTE JEWEL FABULOUS,0,0,8943055,HOLIDAY,1200656349,SOFT DRINKS,1,100,LIME 2 LB,
NOTE JEWEL FABULOUS,0,0,8943055,LOCAL HOME GROWN PRODUCE(CASH),1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
NOTE JEWEL FABULOUS,0,0,8943055,MISC. CONSTANTS,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
NOTE JEWEL FABULOUS,37474,100803,8943055,ANDERSON 1LB SS(341397),1200656349,LIME 2 LB,1,100,LIME 2 LB,
NOTE JEWEL FABULOUS,37474,107319,8943055,ANDERSON 1LB SS(341397),1201063070,STAUFFER'S ANIMAL CRACKER-BAG,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
NOTE JEWEL FABULOUS,37474,113303,8943055,ANDERSON 1LB SS(341397),1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
NOTE LOVE HEART WRAPPED BOX,0,0,8927224,HARD SELTZERS,267146739,SPECIALTY ITALIAN,2,100,F.EXPRESS: HEARTS OF ROMAINE,
NOTE LOVE HEART WRAPPED BOX,35720,121483,8927224,CLARITIN CHILDRENS(256699),62200000,HUNT TOMATO SAUCE,2,100,HUNT TOMATO SAUCE,
NOTE LOVE HEART WRAPPED BOX,35720,103089,8927224,CLARITIN CHILDRENS(256699),267146739,F.EXPRESS: HEARTS OF ROMAINE,2,100,F.EXPRESS: HEARTS OF ROMAINE,
NOTE NATURE FLWRS BIRD,22192,15728,8938107,OMMISSION 6PK LNNR(305892),8933741,BAREFOOT CELL 1.5 LT(182833),4,57.14285714,10 LICENSED PLAYBALLS,
NOTE ORNG,15876,232694,8930354,GLEN ELLEN 1.5 LT(213865),1201172831,BM WATER .5L 24PK,21,87.5,BM WATER .5L 24PK,
NOVA 16 OZ - 409G,140334,12749,1200167039,NOVA 16 OZ - 409G,8928682,BELGIOIOSO PARM(213189),2,100,MNTN OCEAN SKN TRIP SOAP,
NOW CARRIER ALMOND OIL,859536,12413,1202363764,NOW CARRIER ALMOND OIL,8921637,CAULIFLOWER(6706),3,100,SB KCUP HOT CHOC 12CT,
NOW EO LOVEABLE ROMANCE,859535,12008,1202363762,NOW EO LOVEABLE ROMANCE,111484000,CDNC BRACH JUBE JEL CHERRY HRT,1,100,CDNC BRACH JUBE JEL CHERRY HRT,NOW Essential Oils Naturally Loveable
NOW EO PATCHOULI OIL,859500,12280,1202363702,NOW EO PATCHOULI OIL,8923689,PEPSI  24 OZ 6 PK(4308),2,100,ST PAULI GIRL NA 6PK NR <.05%,NOW Essential Oils Patchouli
NOW EO PATCHOULI OIL,859500,118609,1202363702,NOW EO PATCHOULI OIL,1200167890,LA BANDERITA BURR GRANDE I0 IN,2,100,LA BANDERITA BURR GRANDE I0 IN,NOW Essential Oils Patchouli
NOW EO CLEAR THE AIR OIL,0,0,1202363758,GIFT BASKETS,267146739,CHILDREN'S VIDEOS,2,100,F.EXPRESS: HEARTS OF ROMAINE,
NOW EO PATCHOULI OIL,859500,115046,1202363702,NOW EO PATCHOULI OIL,597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,NOW Essential Oils Patchouli
